full_id,highway,name
w1008734403,secondary,Avenida José Galvez Barrenechea
w1009000064,primary,Avenida Mexico
w1013422764,primary,Avenida Mexico
w1015929419,residential,Jirón Canta
w1020155919,motorway,Avenida Javier Prado Este
w1021325941,primary,Avenida Almirante Miguel Grau
w1023690558,motorway,Avenida Javier Prado Este
w1023690559,motorway,Avenida Javier Prado Este
w1025935728,motorway,Avenida Javier Prado Este
w1025935729,motorway,Avenida Javier Prado Este
w1052003625,tertiary,Jirón Huánuco
w1074838703,secondary,Avenida Nicolás de Piérola
w1074838704,primary,Avenida Almirante Miguel Grau
w1076187465,secondary,Avenida 28 de Julio
w1091383354,residential,Jirón Misti
w1092458888,residential,Calle Francisco Graña
w1092458889,residential,Calle Francisco Graña
w1092458890,residential,Calle Francisco Graña
w1092669546,residential,Jirón Prolongación La Mar
w1092669547,residential,Jirón Prolongación Huamanga
w1092669548,residential,Jirón Prolongación Cangallo
w1092681276,residential,Jirón Pisagua
w1092690546,residential,Calle Juan Voto Bernales
w1092690547,residential,Calle Juan Voto Bernales
w1092690771,residential,Astete
w1092690772,residential,Calle Juan Voto Bernales
w1092690773,residential,Calle Juan Voto Bernales
w1092691363,residential,Miguel Dasso
w1092691364,residential,Miguel Dasso
w1092691365,residential,Vizcardo Guzmán
w1092691366,residential,Vizcardo Guzmán
w1093019820,residential,Auxiliar Avenida Nicolás Arriola
w1093232487,residential,Pasaje La Serna
w1093232489,residential,Jirón 3 de Febrero
w1093232491,residential,Pasaje Pisagua
w1093232492,residential,Pasaje Pisagua
w1093232493,residential,Jirón Italia
w1093232494,residential,Jirón Italia
w1093232495,residential,Jirón San Cristobal
w1093232497,residential,Jirón San Cristobal
w1093232498,residential,Jirón San Cristobal
w1093232499,residential,Avenida Isabel La Católica
w1093232500,residential,Jirón Sebastian Barranca
w1093241039,residential,Jirón Amèrica
w1093241041,residential,Jirón Bélgica
w1093241042,secondary,Prolongación Parinacochas
w1093241043,secondary,Avenida Prolongación Parinacochas
w1093241044,residential,Prolongación Lucanas
w1093961731,residential,Calle Mariano Pacheco
w1093961732,residential,Las Amatistas
w1093961733,residential,Jirón Saenz Peña
w1093976507,residential,Miguel Dasso
w1093976508,residential,José Manuel Córdova
w1093976510,residential,Jirón Jose de Rivadeneyra
w1093990223,tertiary,Avenida San Juan
w1093990252,residential,Calle Enrique Cipriani
w1095299408,residential,Jirón Humboldt
w1095299409,tertiary,Jirón Humboldt
w1095299410,tertiary,Jirón Abtao
w1096062083,residential,Roncal
w1096062084,residential,Jirón Jose de Rivadeneyra
w1096062085,residential,Jirón Jose de Rivadeneyra
w1096062086,residential,Sumaran
w1096063292,residential,Jirón Antonion de Zela
w1119195435,secondary,Avenida Paseo de la República
w1129142903,secondary,Avenida José Galvez Barrenechea
w1129142904,secondary,Avenida Nicolás Arriola
w1129977098,residential,Parque 12 de Octubre
w1129977099,residential,Parque 12 de Octubre
w1129977100,residential,Jirón General Valdez
w1129977101,residential,Virrey de la Serna
w1146112607,residential,Jirón Andahuaylas
w1146112608,residential,Jirón Andahuaylas
w1146112609,tertiary,Jirón Ayacucho
w1146112610,tertiary,Jirón Ayacucho
w1146112611,primary,Avenida Manco Cápac
w1146112613,primary,Avenida Manco Cápac
w1146112614,primary,Avenida Manco Cápac
w1146112615,secondary,Puente Iquitos
w1146112617,secondary,Puente Iquitos
w1146112618,secondary,Puente Iquitos
w1146112619,secondary,Avenida Jaime Bausate y Meza
w1146112620,secondary,Avenida Bauzate y Meza
w1146112624,secondary,Avenida Bauzate y Meza
w1146124185,secondary,Avenida Paseo de la República
w1146125604,residential,Jirón Antonio Raimondi
w1146755655,motorway,Avenida Javier Prado Este
w1146779084,secondary,Avenida Paseo de la República
w1146813185,residential,Avenida Aviación
w1146813186,tertiary,Avenida Agustín de la Rosa Toro
w1147047279,residential,Jirón Italia
w1147067414,residential,Avenida Isabel La Católica
w1147067415,residential,Pasaje Pisagua
w1147067416,residential,Jirón Italia
w1147067417,residential,
w1147067418,residential,Jirón Francia
w1147122862,primary,Avenida Aviación
w1147122864,residential,Jirón 3 de Febrero
w1147122865,residential,Calle Sargento 2º Fernando Lores Tenazoa
w1147145442,residential,Jirón Bélgica
w1147145443,residential,Jirón Mariscal Agustín Gamarra
w1147145444,residential,Jirón Bélgica
w1147145445,residential,Jirón Italia
w1147145446,residential,Jirón Italia
w1147145447,residential,Avenida Isabel La Católica
w1147145448,residential,Avenida Isabel La Católica
w1147145449,residential,Jirón San Cristobal
w1147145450,residential,Jirón San Cristobal
w1147145451,residential,Calle Sebastian Barranca
w1147145452,residential,Calle Sebastian Barranca
w1147145453,residential,Jirón Hipólito Unánue
w1147145454,residential,Jirón Hipólito Unánue
w1147145455,residential,Jirón Humboldt
w1147145456,residential,Jirón Humboldt
w1147145457,residential,Avenida Bauzate y Meza
w1147145458,residential,Avenida Bauzate y Meza
w1147145459,residential,Jirón Antonio Bazo
w1147145460,residential,Jirón Mariscal Agustín Gamarra
w1147988612,primary,Avenida Almirante Miguel Grau
w1147988613,primary,Avenida Almirante Miguel Grau
w1147988614,residential,Jirón Parinacochas
w1148010177,residential,Jirón Agustín Antonete
w1148010179,residential,Calle Sebastian Barranca
w1148016868,residential,Prolongación Huamanga
w1148291658,residential,Calle Francisco Graña
w1148982874,secondary,Avenida Guardia Civil
w1148993516,tertiary,Esmeraldas
w1148997037,residential,Federico Barreto
w1148997038,residential,Jirón Topacios
w1148999370,residential,Enrique Encimas Franco
w1148999371,residential,Calle Jorge Salazar
w1148999372,residential,Enrique Encimas Franco
w1148999373,residential,Marcelino Gonzales
w1149002778,tertiary,Avenida Esteban Campodónico
w1149002779,tertiary,Avenida Esteban Campodónico
w1149004843,residential,Miguel Dasso
w1150529193,tertiary,Jirón Abtao
w1150531427,residential,Pasaje Francia
w1150551120,secondary,Avenida Iquitos
w1150775638,primary,Avenida Almirante Miguel Grau
w1150775639,primary,Avenida Almirante Miguel Grau
w1150797490,secondary,Avenida Alejandro Tirado
w1150814757,primary,Avenida Manco Cápac
w1150814758,primary,Avenida Manco Cápac
w1150814759,residential,Jirón Sebastian Barranca
w1150814760,residential,Jirón Sebastian Barranca
w1150820881,secondary,Avenida Iquitos
w1150820882,tertiary,Avenida Isabel La Católica
w1150820883,secondary,Avenida Iquitos
w1151011151,tertiary,Avenida Isabel La Católica
w1151011152,tertiary,Avenida Isabel La Católica
w1151076309,residential,Alberto Montellanos
w1151076310,residential,Alberto Montellanos
w1151076311,residential,Calle Teofilo Castillo
w1151076312,residential,Jirón Enrique Barreda
w1151076313,residential,Calle Enrique Barreda
w1151084640,residential,Jirón Prolongación Lucanas
w1152014831,secondary,Prolongación Parinacochas
w1152014832,residential,Avenida Nicolás Arriola
w1152014833,secondary,Avenida Nicolás Arriola
w1152014834,residential,Avenida Nicolás Arriola
w1152014835,secondary,Avenida Canadá
w1152014836,secondary,Avenida Canadá
w1152014837,secondary,Avenida Nicolás Arriola
w1152220667,residential,Calle Brillantes
w1152224057,residential,Calle Luis Espejo
w1152224058,residential,General Ayala
w1152224059,residential,Calle Juan Voto Bernales
w1152224060,residential,Calle Mariano Pacheco
w1152276723,residential,Calle Miguel Checa
w1152276724,residential,Calle Miguel Checa
w1152276725,residential,Calle Pedro Bertonelli
w1152276726,residential,Valderrama
w1152276727,residential,Calle Manuel Vildoso
w1152276728,residential,Calle Pedro Bertonelli
w1152282663,residential,Caravedo
w1152282665,residential,Calle Pascual Saco Oliveros
w1152282666,residential,Calle Carmelino
w1152282667,residential,Manuel Arrisueño
w1152282668,residential,Calle Pascual Saco Oliveros
w1152282669,residential,Calle Remigio García
w1152282670,residential,Manuel Arrisueño
w1152282671,residential,Calle Remigio García
w1152293227,residential,Calle Luis Espejo
w1152293228,residential,Trujillo
w1152293229,residential,Calle Mariano Pacheco
w1152293230,residential,Calle Raimundo Carcamo
w1152293231,residential,Jirón Jose de Rivadeneyra
w1152293232,residential,Calle Luis Espejo
w1152294033,residential,Bateria Independencia
w1152294034,residential,Calle General Antonio de la Guerra
w1152294035,residential,Marcelino Varela
w1152294036,residential,Jirón Cornelio Borda
w1152294037,residential,La Merced
w1152294038,residential,La Merced
w1152499850,residential,Jirón Saenz Peña
w1159669210,residential,Jirón San Cristobal
w1159669211,residential,Jirón Francia
w1177198944,residential,Las Musas
w1177999657,residential,
w1181703637,residential,Los Mochicas
